english_title,new_hymnal_numbers,old_hymnal_numbers,recommended_manual_query,youtube_search,google_search,hymns_for_worship_search,hymncds_search,notes
Christ Recievthe Sinful Men,,25,"""Christ Recievthe Sinful Men"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Christ+Recievthe+Sinful+Men%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Christ+Recievthe+Sinful+Men%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Christ+Recievthe+Sinful+Men,https://www.hymncds.com/search?type=product&q=Christ+Recievthe+Sinful+Men,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Cleanse Me,,264,"""Cleanse Me"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Cleanse+Me%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Cleanse+Me%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Cleanse+Me,https://www.hymncds.com/search?type=product&q=Cleanse+Me,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Close to Thee,162,162,"""Close to Thee"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Close+to+Thee%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Close+to+Thee%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Close+to+Thee,https://www.hymncds.com/search?type=product&q=Close+to+Thee,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Come to Jesus He'll Teach the Way,160,160,"""Come to Jesus He'll Teach the Way"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Come+to+Jesus+He%27ll+Teach+the+Way%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Come+to+Jesus+He%27ll+Teach+the+Way%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Come+to+Jesus+He%27ll+Teach+the+Way,https://www.hymncds.com/search?type=product&q=Come+to+Jesus+He%27ll+Teach+the+Way,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"Come, Ev'ry Soul by Sin Oporessed",,165,"""Come, Ev'ry Soul by Sin Oporessed"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Come%2C+Ev%27ry+Soul+by+Sin+Oporessed%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Come%2C+Ev%27ry+Soul+by+Sin+Oporessed%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Come%2C+Ev%27ry+Soul+by+Sin+Oporessed,https://www.hymncds.com/search?type=product&q=Come%2C+Ev%27ry+Soul+by+Sin+Oporessed,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"Come, Ev'ry Soul by Sin Oppressed",165,,"""Come, Ev'ry Soul by Sin Oppressed"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Come%2C+Ev%27ry+Soul+by+Sin+Oppressed%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Come%2C+Ev%27ry+Soul+by+Sin+Oppressed%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Come%2C+Ev%27ry+Soul+by+Sin+Oppressed,https://www.hymncds.com/search?type=product&q=Come%2C+Ev%27ry+Soul+by+Sin+Oppressed,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"Come, Thou Fount of Every Blessing",178,178,"""Come, Thou Fount of Every Blessing"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Come%2C+Thou+Fount+of+Every+Blessing%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Come%2C+Thou+Fount+of+Every+Blessing%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Come%2C+Thou+Fount+of+Every+Blessing,https://www.hymncds.com/search?type=product&q=Come%2C+Thou+Fount+of+Every+Blessing,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Count Your Blessing,18,19,"""Count Your Blessing"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Count+Your+Blessing%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Count+Your+Blessing%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Count+Your+Blessing,https://www.hymncds.com/search?type=product&q=Count+Your+Blessing,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Dare to Be a Daniel,,232,"""Dare to Be a Daniel"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Dare+to+Be+a+Daniel%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Dare+to+Be+a+Daniel%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Dare+to+Be+a+Daniel,https://www.hymncds.com/search?type=product&q=Dare+to+Be+a+Daniel,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Dare to be Daniel,248,,"""Dare to be Daniel"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Dare+to+be+Daniel%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Dare+to+be+Daniel%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Dare+to+be+Daniel,https://www.hymncds.com/search?type=product&q=Dare+to+be+Daniel,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Day By Day,174,,"""Day By Day"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Day+By+Day%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Day+By+Day%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Day+By+Day,https://www.hymncds.com/search?type=product&q=Day+By+Day,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Day is Dying in the West,38,38,"""Day is Dying in the West"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Day+is+Dying+in+the+West%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Day+is+Dying+in+the+West%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Day+is+Dying+in+the+West,https://www.hymncds.com/search?type=product&q=Day+is+Dying+in+the+West,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Do Lord,236,,"""Do Lord"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Do+Lord%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Do+Lord%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Do+Lord,https://www.hymncds.com/search?type=product&q=Do+Lord,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Do Thy Work Lovingly,119,150,"""Do Thy Work Lovingly"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Do+Thy+Work+Lovingly%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Do+Thy+Work+Lovingly%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Do+Thy+Work+Lovingly,https://www.hymncds.com/search?type=product&q=Do+Thy+Work+Lovingly,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Does Jesus Care?,111,83,"""Does Jesus Care?"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Does+Jesus+Care%3F%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Does+Jesus+Care%3F%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Does+Jesus+Care%3F,https://www.hymncds.com/search?type=product&q=Does+Jesus+Care%3F,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Don't Forget the Sabbath,196,193,"""Don't Forget the Sabbath"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Don%27t+Forget+the+Sabbath%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Don%27t+Forget+the+Sabbath%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Don%27t+Forget+the+Sabbath,https://www.hymncds.com/search?type=product&q=Don%27t+Forget+the+Sabbath,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Every Day and Every Hour,34,34,"""Every Day and Every Hour"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Every+Day+and+Every+Hour%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Every+Day+and+Every+Hour%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Every+Day+and+Every+Hour,https://www.hymncds.com/search?type=product&q=Every+Day+and+Every+Hour,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Face to Face,229,229,"""Face to Face"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Face+to+Face%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Face+to+Face%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Face+to+Face,https://www.hymncds.com/search?type=product&q=Face+to+Face,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Fairest Lord Jesu,,31,"""Fairest Lord Jesu"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Fairest+Lord+Jesu%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Fairest+Lord+Jesu%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Fairest+Lord+Jesu,https://www.hymncds.com/search?type=product&q=Fairest+Lord+Jesu,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Fairest Lord Jesus,30,,"""Fairest Lord Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Fairest+Lord+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Fairest+Lord+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Fairest+Lord+Jesus,https://www.hymncds.com/search?type=product&q=Fairest+Lord+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Faith of Our Fathers,128,128,"""Faith of Our Fathers"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Faith+of+Our+Fathers%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Faith+of+Our+Fathers%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Faith+of+Our+Fathers,https://www.hymncds.com/search?type=product&q=Faith+of+Our+Fathers,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Far Beyond the Sun,228,228,"""Far Beyond the Sun"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Far+Beyond+the+Sun%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Far+Beyond+the+Sun%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Far+Beyond+the+Sun,https://www.hymncds.com/search?type=product&q=Far+Beyond+the+Sun,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Far From All Care,,196,"""Far From All Care"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Far+From+All+Care%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Far+From+All+Care%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Far+From+All+Care,https://www.hymncds.com/search?type=product&q=Far+From+All+Care,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Farher Along,308,,"""Farher Along"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Farher+Along%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Farher+Along%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Farher+Along,https://www.hymncds.com/search?type=product&q=Farher+Along,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Father I Adore You,258,,"""Father I Adore You"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Father+I+Adore+You%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Father+I+Adore+You%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Father+I+Adore+You,https://www.hymncds.com/search?type=product&q=Father+I+Adore+You,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Fill My Cup Lord,76,,"""Fill My Cup Lord"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Fill+My+Cup+Lord%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Fill+My+Cup+Lord%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Fill+My+Cup+Lord,https://www.hymncds.com/search?type=product&q=Fill+My+Cup+Lord,Use accompaniment/instrumental only. Verify license before download or app redistribution.
For God so Loved the World,192,259,"""For God so Loved the World"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22For+God+so+Loved+the+World%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22For+God+so+Loved+the+World%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=For+God+so+Loved+the+World,https://www.hymncds.com/search?type=product&q=For+God+so+Loved+the+World,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Friend of Children,190,,"""Friend of Children"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Friend+of+Children%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Friend+of+Children%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Friend+of+Children,https://www.hymncds.com/search?type=product&q=Friend+of+Children,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Give Me the Bible,200,199,"""Give Me the Bible"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Give+Me+the+Bible%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Give+Me+the+Bible%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Give+Me+the+Bible,https://www.hymncds.com/search?type=product&q=Give+Me+the+Bible,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Give me Your Peace,141,141,"""Give me Your Peace"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Give+me+Your+Peace%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Give+me+Your+Peace%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Give+me+Your+Peace,https://www.hymncds.com/search?type=product&q=Give+me+Your+Peace,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Give of Best to the Master,55,,"""Give of Best to the Master"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Give+of+Best+to+the+Master%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Give+of+Best+to+the+Master%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Give+of+Best+to+the+Master,https://www.hymncds.com/search?type=product&q=Give+of+Best+to+the+Master,Use accompaniment/instrumental only. Verify license before download or app redistribution.
